DOLocationID,payment_type,congestion_surcharge,total_amount,tip_amount
156,1.0,0.0,62.54,0.0
156,2.0,0.0,104.92,0.0
156,1.0,0.0,38.05,2.75
206,1.0,0.0,20.55,2.75
115,1.0,0.0,25.55,2.75
115,1.0,0.0,43.88,0.0
221,1.0,0.0,94.91,0.0
23,1.0,0.0,80.49,0.0
118,1.0,0.0,55.44,2.75
115,1.0,0.0,46.69,2.75
115,1.0,0.0,63.44,2.75
23,1.0,0.0,90.85,2.75
206,1.0,0.0,53.34,8.89
156,1.0,0.0,54.85,0.0
214,1.0,0.0,68.48,0.0
206,1.0,0.0,53.7,8.95
206,1.0,0.0,51.77,8.63
156,1.0,0.0,89.22,0.0
23,2.0,2.75,103.82,0.0
115,1.0,0.0,73.79,2.75
115,1.0,0.0,79.79,2.75
44,1.0,0.0,54.55,2.75
115,1.0,0.0,53.55,2.75
187,2.0,2.75,112.93,0.0
221,1.0,0.0,30.55,2.75
156,1.0,0.0,98.79,2.75
156,1.0,0.0,32.55,2.75
115,1.0,0.0,33.55,2.75
206,2.0,2.75,85.24,0.0
221,1.0,0.0,16.05,2.75
156,1.0,0.0,98.79,2.75
44,1.0,0.0,54.05,2.75
115,1.0,0.0,55.05,2.75
115,1.0,0.0,40.3,0.0
156,1.0,0.0,98.79,2.75
156,1.0,0.0,98.29,2.75
156,1.0,0.0,88.29,2.75
99,1.0,0.0,99.29,2.75
156,1.0,0.0,58.3,2.75
115,1.0,0.0,32.55,2.75
156,1.0,0.0,99.29,2.75
115,1.0,0.0,77.29,2.75
206,1.0,0.0,79.24,0.0
115,1.0,0.0,71.29,2.75
156,1.0,0.0,99.79,2.75
115,1.0,0.0,68.8,2.75
156,1.0,0.0,99.29,2.75
115,1.0,0.0,95.29,2.75
44,1.0,0.0,74.05,2.75
115,1.0,0.0,55.55,2.75
156,1.0,0.0,99.29,2.75
156,1.0,0.0,33.05,2.75
115,1.0,0.0,33.05,2.75
115,1.0,0.0,85.29,2.75
156,1.0,0.0,98.79,2.75
115,1.0,0.0,71.8,2.75
156,1.0,0.0,28.05,2.75
115,1.0,0.0,29.55,2.75
156,1.0,0.0,98.79,2.75
156,1.0,0.0,99.79,2.75
156,1.0,0.0,28.05,2.75
156,2.0,0.0,4.8,0.0
115,1.0,0.0,41.79,2.75
156,1.0,0.0,99.29,2.75
115,1.0,0.0,75.79,2.75
156,1.0,0.0,99.29,2.75
115,1.0,0.0,85.55,2.75
156,1.0,0.0,99.29,2.75
115,2.0,0.0,4.8,0.0
156,1.0,0.0,24.55,2.75
115,1.0,0.0,73.79,2.75
156,1.0,0.0,98.29,2.75
156,1.0,0.0,99.79,2.75
44,1.0,0.0,53.55,2.75
115,1.0,0.0,53.55,2.75
115,1.0,0.0,73.29,2.75
156,1.0,0.0,26.55,2.75
115,1.0,0.0,29.05,2.75
156,1.0,0.0,98.79,2.75
23,2.0,2.75,108.31,0.0
156,1.0,0.0,33.05,2.75
115,1.0,0.0,27.05,2.75
156,1.0,0.0,99.79,2.75
156,1.0,0.0,99.29,2.75
115,1.0,0.0,48.49,0.0
156,1.0,0.0,99.79,2.75
156,1.0,0.0,99.29,2.75
156,1.0,0.0,97.79,2.75
115,2.0,0.0,4.8,0.0
44,1.0,0.0,49.05,2.75
115,1.0,0.0,45.79,2.75
156,1.0,0.0,99.29,2.75
44,1.0,0.0,49.05,2.75
44,2.0,0.0,3.3,0.0
44,2.0,0.0,3.8,0.0
44,2.0,0.0,4.3,0.0
44,2.0,0.0,4.8,0.0
156,1.0,0.0,98.29,2.75
156,1.0,0.0,97.29,2.75
156,1.0,0.0,99.29,2.75
115,1.0,0.0,44.28,2.75
206,1.0,0.0,85.09,0.0
214,1.0,0.0,65.51,0.0
206,1.0,0.0,59.67,0.0
206,1.0,0.0,57.0,0.0
23,1.0,0.0,42.63,0.0
