DOLocationID,payment_type,congestion_surcharge,total_amount,tip_amount
265,2.0,0.0,234.8,0.0
265,2.0,0.0,60.92,0.0
264,2.0,0.0,3.8,0.0
265,1.0,0.0,57.36,9.56
264,2.0,0.0,16.1,0.0
265,1.0,0.0,23.8,1.0
265,2.0,0.0,15.3,0.0
264,2.0,0.0,3.3,0.0
265,1.0,0.0,43.71,6.96
265,2.0,0.0,111.55,0.0
264,1.0,0.0,27.96,4.66
264,1.0,0.0,17.8,2.0
264,2.0,0.0,13.3,0.0
265,2.0,0.0,30.3,0.0
265,2.0,2.75,49.8,0.0
264,1.0,0.0,12.0,0.0
265,1.0,0.0,25.0,0.0
264,1.0,0.0,11.16,1.86
265,2.0,0.0,25.0,0.0
265,2.0,0.0,29.8,0.0
264,1.0,0.0,30.0,5.0
264,1.0,0.0,25.3,0.0
265,2.0,0.0,34.3,0.0
265,2.0,0.0,100.42,0.0
265,2.0,0.0,29.3,0.0
265,2.0,0.0,17.0,0.0
265,2.0,0.0,13.8,0.0
264,1.0,0.0,8.76,1.46
265,2.0,0.0,65.3,0.0
265,1.0,0.0,53.12,0.0
265,1.0,0.0,64.55,8.0
264,1.0,0.0,8.76,1.46
265,1.0,0.0,74.8,0.0
265,2.0,0.0,113.3,0.0
264,2.0,0.0,4.3,0.0
265,1.0,0.0,187.88,37.58
265,1.0,2.75,78.67,3.75
265,2.0,0.0,21.8,0.0
265,1.0,0.0,64.3,0.0
264,2.0,0.0,7.8,0.0
265,1.0,0.0,72.8,5.0
264,2.0,0.0,17.8,0.0
265,2.0,0.0,74.3,0.0
264,1.0,0.0,14.3,1.0
265,2.0,0.0,28.3,0.0
265,1.0,2.75,60.3,0.0
264,1.0,0.0,7.56,1.26
265,1.0,0.0,27.3,0.0
265,1.0,0.0,74.75,14.95
265,1.0,0.0,171.3,150.0
265,2.0,0.0,38.55,0.0
264,1.0,0.0,13.3,0.0
264,1.0,0.0,14.3,1.0
265,1.0,0.0,42.96,7.16
264,2.0,0.0,3.8,0.0
265,1.0,0.0,48.36,8.06
264,1.0,0.0,12.36,2.06
265,2.0,0.0,35.3,0.0
264,1.0,0.0,35.3,0.0
264,1.0,0.0,37.88,7.58
264,1.0,0.0,7.3,0.0
265,1.0,0.0,24.36,4.06
265,1.0,0.0,32.8,0.0
264,1.0,0.0,48.36,8.06
265,1.0,2.75,118.5,23.7
265,2.0,0.0,133.05,0.0
265,1.0,0.0,100.0,0.0
265,2.0,0.0,62.05,0.0
265,2.0,0.0,3.3,0.0
265,2.0,0.0,43.3,0.0
265,1.0,2.75,44.3,2.0
265,1.0,0.0,66.3,0.0
265,2.0,0.0,60.8,0.0
265,1.0,0.0,18.8,0.0
265,1.0,0.0,27.51,4.26
264,1.0,0.0,22.71,3.46
264,2.0,0.0,9.3,0.0
264,2.0,0.0,10.8,0.0
265,1.0,0.0,44.05,0.0
264,2.0,0.0,10.41,0.0
265,1.0,0.0,140.3,0.0
265,1.0,0.0,8.3,0.0
